expense_id,employee_id,dept,date,category,amount,policy_cat_cap,is_weekend,is_card,receipt_available
65,EMP0066,Engineering,2026-01-17,Meals,1295,1000,True,True,False
66,EMP0061,Finance,2025-11-04,Meals,982,1000,False,True,True
67,EMP0061,Finance,2025-11-03,Entertainment,711,1000,False,True,True
68,EMP0061,Finance,2025-11-04,Hotel,4859,8000,False,False,False
69,EMP0103,Sales,2025-11-15,Hotel,7729,8000,True,True,True
70,EMP0103,Sales,2025-11-16,Entertainment,883,1000,True,False,True
71,EMP0103,Sales,2025-11-15,Taxi,1222,1500,True,True,True
72,EMP0103,Sales,2025-11-15,Meals,663,1000,True,False,True
73,EMP0057,HR,2025-10-29,Hotel,6829,8000,False,True,True
74,EMP0057,HR,2025-10-27,Taxi,1385,1500,False,True,True
75,EMP0057,HR,2025-10-27,Hotel,7581,8000,False,True,True
76,EMP0022,Finance,2025-12-12,Hotel,6710,8000,False,False,True
77,EMP0022,Finance,2025-12-11,Hotel,9138,8000,False,True,True
78,EMP0022,Finance,2025-12-12,Hotel,7241,8000,False,True,True
79,EMP0022,Finance,2025-12-12,Hotel,11769,8000,False,True,True
80,EMP0022,Finance,2025-12-09,Hotel,7962,8000,False,True,True
81,EMP0063,Engineering,2025-11-29,Entertainment,966,1000,True,True,False
82,EMP0063,Engineering,2025-11-29,Hotel,7542,8000,True,True,True
83,EMP0063,Engineering,2025-11-28,Taxi,1483,1500,False,True,True
84,EMP0110,HR,2025-10-31,Hotel,5584,8000,False,True,True
85,EMP0110,HR,2025-10-29,Entertainment,941,1000,False,True,True
86,EMP0110,HR,2025-10-29,Entertainment,873,1000,False,True,True
87,EMP0110,HR,2025-10-29,Hotel,5842,8000,False,False,True
88,EMP0110,HR,2025-10-31,Taxi,1033,1500,False,True,False
89,EMP0073,Engineering,2026-01-06,Hotel,8273,8000,False,True,True
90,EMP0073,Engineering,2026-01-05,Taxi,1067,1500,False,True,True
91,EMP0073,Engineering,2026-01-07,Hotel,6263,8000,False,True,True
92,EMP0034,Engineering,2026-01-20,Taxi,1357,1500,False,True,True
93,EMP0034,Engineering,2026-01-21,Taxi,905,1500,False,True,True
94,EMP0034,Engineering,2026-01-20,Meals,1056,1000,False,True,True
95,EMP0034,Engineering,2026-01-21,Taxi,1691,1500,False,True,True
96,EMP0034,Engineering,2026-01-22,Taxi,1240,1500,False,True,True
97,EMP0119,Sales,2025-12-19,Taxi,1513,1500,False,True,True
98,EMP0119,Sales,2025-12-21,Entertainment,1255,1000,True,False,True
99,EMP0119,Sales,2025-12-20,Meals,1075,1000,True,True,True
100,EMP0021,Finance,2026-01-19,Hotel,7584,8000,False,True,True
101,EMP0021,Finance,2026-01-22,Entertainment,603,1000,False,True,True
102,EMP0021,Finance,2026-01-22,Taxi,1361,1500,False,True,True
103,EMP0021,Finance,2026-01-22,Hotel,5033,8000,False,True,True
104,EMP0021,Finance,2026-01-22,Hotel,5918,8000,False,True,True
105,EMP0113,Engineering,2025-11-06,Taxi,1449,1500,False,True,True
106,EMP0113,Engineering,2025-11-05,Taxi,1276,1500,False,True,True
107,EMP0113,Engineering,2025-11-07,Meals,1718,1000,False,True,True
108,EMP0113,Engineering,2025-11-06,Entertainment,786,1000,False,True,True
109,EMP0110,Marketing,2025-12-22,Entertainment,999,1000,False,True,True
110,EMP0110,Marketing,2025-12-25,Taxi,925,1500,False,True,True
111,EMP0110,Marketing,2025-12-22,Entertainment,741,1000,False,True,True
112,EMP0082,Marketing,2026-01-24,Hotel,6798,8000,True,False,True
113,EMP0082,Marketing,2026-01-26,Hotel,7677,8000,False,True,True
114,EMP0082,Marketing,2026-01-25,Entertainment,1022,1000,True,False,True
115,EMP0082,Marketing,2026-01-24,Meals,1421,1000,True,True,True
116,EMP0082,Marketing,2026-01-23,Entertainment,663,1000,False,False,True
117,EMP0075,HR,2025-12-15,Meals,974,1000,False,True,True
118,EMP0075,HR,2025-12-16,Entertainment,958,1000,False,True,True
119,EMP0075,HR,2025-12-18,Hotel,9503,8000,False,True,True
120,EMP0075,HR,2025-12-18,Hotel,6083,8000,False,True,True
121,EMP0027,Engineering,2025-11-06,Entertainment,677,1000,False,True,True
122,EMP0027,Engineering,2025-11-06,Meals,791,1000,False,True,True
123,EMP0027,Engineering,2025-11-04,Meals,959,1000,False,True,True
124,EMP0027,Engineering,2025-11-04,Hotel,5593,8000,False,True,False
125,EMP0027,Engineering,2025-11-03,Entertainment,1091,1000,False,True,True
126,EMP0104,Engineering,2025-10-24,Entertainment,966,1000,False,True,True
127,EMP0104,Engineering,2025-10-25,Taxi,2049,1500,True,True,True
128,EMP0104,Engineering,2025-10-25,Entertainment,760,1000,True,True,True
129,EMP0104,Engineering,2025-10-27,Hotel,5675,8000,False,True,False
130,EMP0104,Engineering,2025-10-26,Taxi,1549,1500,True,False,True
131,EMP0049,Sales,2025-11-21,Entertainment,901,1000,False,True,True
132,EMP0049,Sales,2025-11-21,Entertainment,824,1000,False,False,True
133,EMP0052,Marketing,2026-02-09,Meals,845,1000,False,True,True
134,EMP0052,Marketing,2026-02-09,Entertainment,674,1000,False,True,True
135,EMP0052,Marketing,2026-02-11,Taxi,1446,1500,False,True,True
136,EMP0052,Marketing,2026-02-08,Meals,732,1000,True,True,False
137,EMP0052,Marketing,2026-02-11,Hotel,6197,8000,False,True,True
138,EMP0004,Sales,2025-11-13,Taxi,1077,1500,False,False,True
139,EMP0004,Sales,2025-11-13,Meals,608,1000,False,True,True
140,EMP0004,Sales,2025-11-14,Meals,1004,1000,False,True,True
141,EMP0004,Sales,2025-11-12,Meals,989,1000,False,True,False
142,EMP0066,Sales,2026-02-13,Meals,751,1000,False,True,True
143,EMP0066,Sales,2026-02-13,Entertainment,1089,1000,False,True,True
144,EMP0066,Sales,2026-02-16,Entertainment,646,1000,False,True,True
145,EMP0066,Sales,2026-02-14,Entertainment,1841,1000,True,False,True
146,EMP0095,Engineering,2025-12-15,Meals,902,1000,False,True,True
147,EMP0095,Engineering,2025-12-15,Hotel,6638,8000,False,True,True
148,EMP0095,Engineering,2025-12-18,Taxi,2317,1500,False,True,True
149,EMP0042,Finance,2025-11-30,Hotel,6149,8000,True,True,True
150,EMP0042,Finance,2025-11-27,Taxi,1012,1500,False,True,True
151,EMP0042,Finance,2025-11-30,Meals,1218,1000,True,True,True
152,EMP0039,Finance,2026-02-06,Entertainment,1204,1000,False,True,True
153,EMP0039,Finance,2026-02-07,Taxi,2289,1500,True,True,True
154,EMP0039,Finance,2026-02-06,Entertainment,664,1000,False,True,True
155,EMP0060,Finance,2026-01-18,Entertainment,1408,1000,True,True,True
156,EMP0060,Finance,2026-01-16,Taxi,1669,1500,False,False,True
157,EMP0080,Marketing,2026-02-05,Entertainment,1065,1000,False,True,True
158,EMP0080,Marketing,2026-02-05,Entertainment,1069,1000,False,True,True
159,EMP0114,HR,2026-01-23,Hotel,10650,8000,False,True,True
160,EMP0114,HR,2026-01-22,Meals,759,1000,False,True,True
161,EMP0114,Sales,2025-11-20,Entertainment,743,1000,False,True,False
162,EMP0114,Sales,2025-11-21,Hotel,6274,8000,False,True,True
163,EMP0068,HR,2025-12-02,Taxi,1113,1500,False,False,True
164,EMP0068,HR,2025-12-01,Meals,1018,1000,False,True,True
165,EMP0068,HR,2025-11-30,Meals,998,1000,True,True,True
166,EMP0068,HR,2025-12-01,Hotel,5201,8000,False,True,True
167,EMP0068,HR,2025-12-03,Entertainment,858,1000,False,True,True
168,EMP0058,Marketing,2026-02-05,Hotel,8023,8000,False,False,True
169,EMP0058,Marketing,2026-02-05,Hotel,7709,8000,False,True,True
170,EMP0058,Marketing,2026-02-07,Entertainment,1795,1000,True,True,True
171,EMP0058,Marketing,2026-02-06,Taxi,2223,1500,False,True,True
172,EMP0043,Marketing,2025-11-02,Taxi,1235,1500,True,True,True
173,EMP0043,Marketing,2025-10-31,Entertainment,880,1000,False,False,True
174,EMP0043,Marketing,2025-11-03,Entertainment,678,1000,False,False,False
175,EMP0070,Finance,2025-10-31,Hotel,11605,8000,False,True,True
176,EMP0070,Finance,2025-10-28,Hotel,4928,8000,False,True,True
177,EMP0070,Finance,2025-10-30,Taxi,1681,1500,False,True,True
178,EMP0070,Finance,2025-10-31,Hotel,5297,8000,False,True,True
179,EMP0070,Finance,2025-10-28,Entertainment,1010,1000,False,True,True
180,EMP0097,Finance,2025-12-30,Meals,724,1000,False,True,True
181,EMP0097,Finance,2025-12-30,Meals,905,1000,False,True,True
182,EMP0097,Finance,2025-12-31,Hotel,7933,8000,False,True,True
183,EMP0097,Finance,2025-12-29,Meals,831,1000,False,True,True
184,EMP0108,Finance,2026-01-11,Meals,1054,1000,True,True,True
185,EMP0108,Finance,2026-01-11,Meals,839,1000,True,True,True
186,EMP0108,Finance,2026-01-11,Taxi,1037,1500,True,False,True
187,EMP0108,Finance,2026-01-08,Taxi,1646,1500,False,True,True
188,EMP0042,Engineering,2025-12-04,Entertainment,1024,1000,False,True,True
189,EMP0042,Engineering,2025-12-04,Meals,1009,1000,False,True,True
190,EMP0042,Engineering,2025-12-02,Meals,930,1000,False,True,True
191,EMP0042,Engineering,2025-12-01,Taxi,1537,1500,False,True,False
192,EMP0096,HR,2025-12-06,Entertainment,942,1000,True,True,True
193,EMP0096,HR,2025-12-05,Hotel,11559,8000,False,True,True
194,EMP0061,Sales,2025-11-17,Meals,1085,1000,False,False,True
195,EMP0061,Sales,2025-11-18,Entertainment,978,1000,False,False,True
196,EMP0061,Sales,2025-11-20,Entertainment,1086,1000,False,False,True
197,EMP0061,Sales,2025-11-17,Meals,1014,1000,False,True,True
198,EMP0021,Marketing,2026-01-06,Entertainment,881,1000,False,True,True
199,EMP0021,Marketing,2026-01-04,Meals,855,1000,True,True,True
200,EMP0021,Marketing,2026-01-06,Entertainment,879,1000,False,True,True
201,EMP0081,Engineering,2026-01-20,Meals,621,1000,False,True,True
202,EMP0081,Engineering,2026-01-21,Meals,656,1000,False,True,True
203,EMP0081,Engineering,2026-01-19,Entertainment,843,1000,False,True,True
204,EMP0081,Engineering,2026-01-20,Entertainment,961,1000,False,True,True
205,EMP0081,Engineering,2026-01-19,Hotel,8610,8000,False,True,True
206,EMP0002,Finance,2025-11-04,Hotel,7681,8000,False,True,True
207,EMP0002,Finance,2025-11-04,Taxi,1351,1500,False,True,True
208,EMP0002,Finance,2025-11-04,Taxi,1519,1500,False,True,True
209,EMP0002,Finance,2025-11-05,Entertainment,867,1000,False,True,True
210,EMP0002,Finance,2025-11-04,Hotel,8740,8000,False,True,False
211,EMP0084,Marketing,2026-02-04,Meals,611,1000,False,True,True
212,EMP0084,Marketing,2026-02-02,Meals,778,1000,False,True,True
213,EMP0084,Marketing,2026-02-04,Entertainment,653,1000,False,True,True
214,EMP0084,Marketing,2026-02-02,Taxi,2129,1500,False,True,True
215,EMP0084,Marketing,2026-02-01,Taxi,1582,1500,True,False,True
216,EMP0120,Sales,2026-02-12,Entertainment,878,1000,False,True,True
217,EMP0120,Sales,2026-02-12,Taxi,921,1500,False,True,True
218,EMP0120,Sales,2026-02-10,Hotel,10283,8000,False,True,True
219,EMP0120,Sales,2026-02-10,Meals,1033,1000,False,True,True
220,EMP0120,Sales,2026-02-13,Meals,735,1000,False,False,True
221,EMP0024,Finance,2025-12-08,Entertainment,913,1000,False,True,True
222,EMP0024,Finance,2025-12-08,Entertainment,948,1000,False,True,True
223,EMP0024,Finance,2025-12-05,Taxi,1145,1500,False,False,True
224,EMP0024,Finance,2025-12-05,Meals,953,1000,False,True,True
225,EMP0067,Engineering,2025-11-21,Taxi,1422,1500,False,True,True
226,EMP0067,Engineering,2025-11-23,Meals,639,1000,True,True,True
227,EMP0067,Engineering,2025-11-21,Hotel,6484,8000,False,False,True
228,EMP0067,Engineering,2025-11-22,Meals,763,1000,True,True,True
229,EMP0067,Engineering,2025-11-22,Meals,1003,1000,True,False,True
230,EMP0052,Engineering,2026-01-16,Taxi,1648,1500,False,True,False
231,EMP0052,Engineering,2026-01-16,Hotel,10291,8000,False,True,True
232,EMP0035,Marketing,2025-11-22,Taxi,1548,1500,True,True,True
233,EMP0035,Marketing,2025-11-22,Meals,991,1000,True,True,True
234,EMP0035,Marketing,2025-11-22,Meals,665,1000,True,True,True
235,EMP0035,Marketing,2025-11-20,Hotel,11236,8000,False,True,True
236,EMP0036,HR,2026-01-07,Taxi,1583,1500,False,True,True
237,EMP0036,HR,2026-01-05,Entertainment,687,1000,False,False,True
238,EMP0036,HR,2026-01-08,Hotel,7575,8000,False,True,True
239,EMP0036,HR,2026-01-08,Meals,805,1000,False,False,True
240,EMP0036,HR,2026-01-08,Taxi,2569,1500,False,True,True
241,EMP0036,Sales,2026-01-02,Hotel,13586,8000,False,True,True
242,EMP0036,Sales,2026-01-02,Taxi,1598,1500,False,False,True
243,EMP0036,Sales,2026-01-02,Entertainment,996,1000,False,True,True
244,EMP0036,Sales,2025-12-30,Entertainment,1495,1000,False,True,True
245,EMP0036,Sales,2026-01-01,Hotel,5711,8000,False,True,True
246,EMP0044,Engineering,2025-11-24,Hotel,8694,8000,False,True,True
247,EMP0044,Engineering,2025-11-24,Entertainment,663,1000,False,True,True
248,EMP0039,Sales,2025-11-07,Taxi,1497,1500,False,True,True
249,EMP0039,Sales,2025-11-07,Hotel,6022,8000,False,True,True
250,EMP0039,Sales,2025-11-06,Entertainment,1284,1000,False,True,False
251,EMP0039,Sales,2025-11-07,Hotel,7879,8000,False,True,False
252,EMP0039,HR,2025-12-02,Hotel,8404,8000,False,True,True
253,EMP0039,HR,2025-12-02,Entertainment,1049,1000,False,True,True
254,EMP0010,Engineering,2025-12-14,Hotel,7656,8000,True,True,True
255,EMP0010,Engineering,2025-12-13,Hotel,8106,8000,True,True,True
256,EMP0088,Engineering,2026-01-31,Entertainment,1391,1000,True,True,True
257,EMP0088,Engineering,2026-01-29,Taxi,926,1500,False,True,True
258,EMP0088,Engineering,2026-01-29,Meals,957,1000,False,True,True
259,EMP0088,Engineering,2026-02-01,Meals,1005,1000,True,False,False
260,EMP0088,Engineering,2026-01-31,Taxi,1220,1500,True,True,True
261,EMP0010,Sales,2026-02-02,Meals,901,1000,False,True,True
262,EMP0010,Sales,2026-02-01,Meals,720,1000,True,True,True
263,EMP0010,Sales,2026-02-02,Taxi,1502,1500,False,True,True
264,EMP0010,Sales,2026-01-30,Entertainment,753,1000,False,True,True
265,EMP0090,Finance,2025-12-26,Meals,1019,1000,False,True,True
266,EMP0090,Finance,2025-12-27,Meals,1196,1000,True,True,True
267,EMP0090,Finance,2025-12-27,Entertainment,2548,1000,True,False,True
268,EMP0090,Finance,2025-12-24,Hotel,6367,8000,False,False,True
269,EMP0090,Finance,2025-12-24,Entertainment,955,1000,False,True,True
270,EMP0004,Sales,2026-01-15,Meals,831,1000,False,True,True
271,EMP0004,Sales,2026-01-18,Hotel,7656,8000,True,True,True
272,EMP0082,Finance,2025-12-20,Hotel,6386,8000,True,True,True
273,EMP0082,Finance,2025-12-20,Taxi,1587,1500,True,True,False
274,EMP0082,Finance,2025-12-20,Entertainment,894,1000,True,True,True
275,EMP0082,Finance,2025-12-21,Entertainment,757,1000,True,True,True
276,EMP0082,Finance,2025-12-20,Meals,601,1000,True,False,True
277,EMP0037,Finance,2025-10-25,Entertainment,785,1000,True,False,True
278,EMP0037,Finance,2025-10-25,Hotel,6125,8000,True,True,True
279,EMP0037,Finance,2025-10-28,Hotel,9176,8000,False,True,True
280,EMP0037,Finance,2025-10-25,Meals,952,1000,True,False,False
281,EMP0037,Finance,2025-10-28,Meals,1258,1000,False,False,True
282,EMP0001,HR,2025-12-12,Meals,783,1000,False,True,True
283,EMP0001,HR,2025-12-14,Entertainment,876,1000,True,True,True
284,EMP0001,HR,2025-12-15,Hotel,7939,8000,False,True,True
285,EMP0001,HR,2025-12-15,Meals,864,1000,False,True,True
286,EMP0001,HR,2025-12-14,Meals,615,1000,True,True,True
287,EMP0119,Marketing,2026-02-13,Hotel,4893,8000,False,True,False
288,EMP0119,Marketing,2026-02-13,Entertainment,1040,1000,False,True,True
289,EMP0040,HR,2025-12-30,Hotel,9268,8000,False,True,False
290,EMP0040,HR,2025-12-31,Taxi,1605,1500,False,True,True
291,EMP0040,HR,2026-01-02,Meals,843,1000,False,True,True
292,EMP0083,Engineering,2026-02-20,Taxi,1351,1500,False,True,True
293,EMP0083,Engineering,2026-02-19,Entertainment,645,1000,False,True,True
294,EMP0083,Engineering,2026-02-18,Taxi,1022,1500,False,True,True
295,EMP0083,Engineering,2026-02-20,Meals,626,1000,False,False,True
296,EMP0083,Engineering,2026-02-19,Taxi,2256,1500,False,True,True
297,EMP0077,HR,2026-02-13,Taxi,2283,1500,False,True,True
298,EMP0077,HR,2026-02-13,Taxi,1522,1500,False,True,True
299,EMP0065,Marketing,2025-11-27,Hotel,8501,8000,False,True,False
300,EMP0065,Marketing,2025-11-27,Hotel,8688,8000,False,True,True
301,EMP0049,Finance,2026-02-11,Taxi,1272,1500,False,False,True
302,EMP0049,Finance,2026-02-10,Entertainment,944,1000,False,True,True
303,EMP0049,Finance,2026-02-09,Hotel,6357,8000,False,False,True
304,EMP0091,Finance,2026-01-16,Meals,632,1000,False,False,True
305,EMP0091,Finance,2026-01-13,Meals,658,1000,False,True,True
306,EMP0091,Finance,2026-01-13,Hotel,8724,8000,False,True,True
307,EMP0091,Finance,2026-01-15,Meals,713,1000,False,True,True
308,EMP0057,Sales,2026-02-14,Entertainment,1322,1000,True,True,False
309,EMP0057,Sales,2026-02-14,Taxi,1557,1500,True,True,True
310,EMP0057,Sales,2026-02-15,Taxi,2151,1500,True,True,True
311,EMP0034,Marketing,2026-01-19,Hotel,5326,8000,False,False,True
312,EMP0034,Marketing,2026-01-17,Hotel,8637,8000,True,True,True
313,EMP0034,Marketing,2026-01-18,Hotel,8019,8000,True,True,False
314,EMP0081,Finance,2025-10-27,Meals,1156,1000,False,True,True
315,EMP0081,Finance,2025-10-25,Entertainment,2465,1000,True,True,True
316,EMP0056,Sales,2026-01-20,Taxi,1877,1500,False,False,True
317,EMP0056,Sales,2026-01-22,Hotel,5575,8000,False,False,False
318,EMP0056,Sales,2026-01-20,Taxi,1310,1500,False,True,True
319,EMP0008,Marketing,2025-12-08,Hotel,6960,8000,False,True,True
320,EMP0008,Marketing,2025-12-07,Taxi,1195,1500,True,True,True
321,EMP0008,Marketing,2025-12-08,Hotel,8603,8000,False,True,True
322,EMP0008,Marketing,2025-12-09,Taxi,980,1500,False,True,True
323,EMP0112,Finance,2026-01-16,Entertainment,1075,1000,False,True,True
324,EMP0112,Finance,2026-01-16,Hotel,7204,8000,False,True,True
325,EMP0116,Finance,2026-01-15,Hotel,10969,8000,False,True,True
326,EMP0116,Finance,2026-01-17,Entertainment,1008,1000,True,True,True
327,EMP0116,Finance,2026-01-15,Meals,1456,1000,False,True,False
328,EMP0116,Finance,2026-01-15,Taxi,907,1500,False,True,True
329,EMP0116,Finance,2026-01-15,Meals,759,1000,False,False,False
330,EMP0033,Finance,2025-11-18,Taxi,1375,1500,False,True,True
331,EMP0033,Finance,2025-11-15,Hotel,7859,8000,True,True,True
332,EMP0033,Finance,2025-11-17,Meals,954,1000,False,True,True
333,EMP0033,Finance,2025-11-15,Entertainment,624,1000,True,True,True
334,EMP0090,Marketing,2026-02-05,Meals,945,1000,False,True,True
335,EMP0090,Marketing,2026-02-05,Meals,814,1000,False,True,True
336,EMP0090,Marketing,2026-02-04,Meals,871,1000,False,False,False
337,EMP0090,Marketing,2026-02-05,Taxi,1619,1500,False,True,True
338,EMP0096,Finance,2026-01-29,Taxi,934,1500,False,True,True
339,EMP0096,Finance,2026-01-28,Hotel,7376,8000,False,True,False
340,EMP0096,Finance,2026-01-28,Meals,873,1000,False,True,True
341,EMP0096,Finance,2026-01-31,Entertainment,1323,1000,True,True,True
342,EMP0093,Engineering,2025-11-04,Taxi,2098,1500,False,True,True
343,EMP0093,Engineering,2025-11-04,Entertainment,764,1000,False,True,True
344,EMP0093,Engineering,2025-11-05,Meals,706,1000,False,True,True
345,EMP0093,Engineering,2025-11-04,Entertainment,652,1000,False,True,True
346,EMP0096,Finance,2025-11-16,Entertainment,4139,1000,True,True,True
347,EMP0096,Finance,2025-11-15,Hotel,9372,8000,True,True,False
348,EMP0096,Finance,2025-11-16,Taxi,910,1500,True,True,True
349,EMP0106,Finance,2026-01-25,Entertainment,2583,1000,True,False,False
350,EMP0106,Finance,2026-01-27,Taxi,1142,1500,False,True,True
351,EMP0106,Finance,2026-01-26,Hotel,8649,8000,False,True,True
352,EMP0106,Finance,2026-01-24,Entertainment,2142,1000,True,True,True
353,EMP0106,Finance,2026-01-24,Hotel,11846,8000,True,True,True
354,EMP0047,Sales,2025-10-22,Entertainment,690,1000,False,False,True
355,EMP0047,Sales,2025-10-22,Entertainment,776,1000,False,True,True
356,EMP0047,Sales,2025-10-22,Hotel,7545,8000,False,True,True
357,EMP0082,Marketing,2026-01-17,Entertainment,766,1000,True,False,True
358,EMP0082,Marketing,2026-01-18,Hotel,5469,8000,True,True,True
359,EMP0082,Marketing,2026-01-17,Meals,1058,1000,True,True,True
360,EMP0082,Marketing,2026-01-15,Entertainment,873,1000,False,False,True
361,EMP0082,Marketing,2026-01-16,Hotel,8014,8000,False,False,True
362,EMP0009,Finance,2025-11-29,Meals,684,1000,True,True,True
363,EMP0009,Finance,2025-11-30,Entertainment,868,1000,True,True,True
364,EMP0015,Sales,2026-02-13,Meals,644,1000,False,False,True
365,EMP0015,Sales,2026-02-11,Entertainment,633,1000,False,False,True
366,EMP0015,Sales,2026-02-11,Entertainment,936,1000,False,True,True
367,EMP0020,Finance,2025-11-04,Meals,1068,1000,False,True,True
368,EMP0020,Finance,2025-11-05,Hotel,6236,8000,False,True,True
369,EMP0020,Finance,2025-11-03,Taxi,931,1500,False,True,True
370,EMP0031,Marketing,2026-01-19,Meals,1070,1000,False,True,True
371,EMP0031,Marketing,2026-01-19,Entertainment,828,1000,False,False,True
372,EMP0031,Marketing,2026-01-17,Entertainment,983,1000,True,False,True
373,EMP0031,Marketing,2026-01-19,Meals,749,1000,False,True,False
374,EMP0012,Engineering,2026-01-10,Meals,731,1000,True,True,True
375,EMP0012,Engineering,2026-01-13,Meals,980,1000,False,False,False
376,EMP0012,Engineering,2026-01-13,Hotel,6615,8000,False,False,False
377,EMP0027,Sales,2025-11-19,Hotel,8616,8000,False,True,True
378,EMP0027,Sales,2025-11-17,Hotel,5136,8000,False,True,True
379,EMP0027,Sales,2025-11-18,Taxi,1484,1500,False,True,True
380,EMP0027,Sales,2025-11-19,Hotel,8718,8000,False,True,True
381,EMP0027,Sales,2025-11-19,Entertainment,771,1000,False,True,True
382,EMP0019,Engineering,2025-11-23,Entertainment,792,1000,True,True,False
383,EMP0019,Engineering,2025-11-23,Taxi,1489,1500,True,False,True
384,EMP0019,Engineering,2025-11-24,Taxi,1975,1500,False,True,True
385,EMP0017,Finance,2025-11-04,Hotel,7759,8000,False,True,True
386,EMP0017,Finance,2025-11-04,Taxi,1393,1500,False,True,True
387,EMP0079,Sales,2026-01-30,Entertainment,960,1000,False,True,True
